26211,-6209,-162737890,-162744099
5568,-6955,-38725440,-38725440
32679,27266,891025614,891025614
-9909,27196,-269485164,-269485164
2176,-27791,-60473216,-60473216
32197,-21894,-704921118,-704921118
4340,-1038,-4504920,-4504920
-4734,-24358,115310772,115310772
25803,-837,-21610503,-21597111
-10732,2425,-26025100,-26025100
-28858,-17981,518895698,518895698
-23094,24403,-563172434,-563562882
-8863,1895,-16795385,-16795385
-31708,-8911,282549988,282549988
22985,-31489,-724278489,-723774665
24078,-32653,-786218934,-786218934
-12521,-29026,363434546,363434546
-7103,2095,-14880785,-14880785
-13721,16686,-228948606,-228948606
32152,-4968,-159731136,-159731136
-25628,30624,-784831872,-784831872
22199,27183,603435417,603435417
19046,-12938,-246417148,-246417148
24033,32679,785374407,785374407
-23380,-25525,596774500,596774500
15692,-7419,-116418948,-116418948
13409,1948,26120732,26120732
25034,6117,153230850,153132978
18026,-7283,-131283358,-131283358
-2260,21604,-49170704,-48825040
-5721,-12580,71970180,71970180
-5848,-26709,156621576,156194232
-6980,10164,-70944720,-70944720
-7388,-25980,191940240,191940240
-14095,1711,-24116545,-24116545
20666,-9214,-190416524,-190416524
-8242,19101,-157124826,-157430442
24651,-26197,-645782247,-645782247
13441,-28824,-387423384,-387423384
-386,-13801,5327186,5327186
-27738,11710,-324811980,-324811980
-11519,11920,-137306480,-137306480
-30311,17586,-533049246,-533049246
19553,16272,318166416,318166416
25293,-20963,-530573530,-530217159
-26540,15273,-405345420,-405345420
11099,2541,28202559,28202559
-24238,7111,-172356418,-172356418
-21415,-20967,449008305,449008305
4548,-24759,-112603932,-112603932
30465,-17292,-526800780,-526800780
22201,16351,363008551,363008551
-11428,3868,-44203504,-44203504
-25757,14512,-373800096,-373785584
-12938,16820,-217617160,-217617160
-12732,-30277,385486764,385486764
13230,-21207,-280568610,-280568610
-26023,-5653,147108019,147108019
-29099,29488,-858071312,-858071312
27167,-9770,-265421590,-265421590
11795,27208,320891152,320918360
27594,-28513,-787243930,-786787722
7235,12893,93267962,93280855
-30331,4598,-139461938,-139461938
9678,10205,98927270,98763990
28181,4525,127519025,127519025
-11096,25189,-279497144,-279497144
-29774,3788,-112783912,-112783912
